pet_id,pet_type,breed,age_months,color,size,weight_kg,vaccinated,health_condition,timein_shelter_days,adoption_fee,previous_owner,adoption_likelihood
1209,Cat,Siamese,12,Orange,Small,19.74458825,0,0,69,484,0,0
1210,Dog,Labrador,130,Brown,Medium,26.32601532,1,0,2,410,0,1
1211,Dog,Poodle,7,Gray,Large,2.207676648,1,0,56,384,0,1
1212,Rabbit,Rabbit,80,Black,Medium,25.08843718,1,1,84,340,0,0
1213,Dog,Poodle,131,Gray,Small,17.56865714,1,0,62,314,0,0
1214,Dog,Labrador,109,Gray,Medium,18.61668086,1,1,34,240,1,1
1215,Cat,Persian,3,Brown,Large,16.17158202,1,0,56,265,0,1
1216,Dog,Poodle,27,Orange,Medium,26.359778,1,0,55,222,0,1
1217,Dog,Poodle,114,White,Large,2.25956736,1,0,20,235,1,0
1218,Bird,Parakeet,107,Gray,Large,8.569823355,1,1,50,152,0,0
1219,Bird,Parakeet,40,Orange,Medium,26.39711363,1,1,25,467,1,0
1220,Rabbit,Rabbit,161,White,Small,22.81802537,1,0,84,56,1,0
1221,Bird,Parakeet,129,Gray,Medium,1.511709645,1,0,25,321,0,1
1222,Bird,Parakeet,8,White,Small,15.99318221,0,0,53,374,0,0
1223,Bird,Parakeet,101,Orange,Small,16.35760774,1,0,14,111,0,0
1224,Dog,Golden Retriever,160,Black,Medium,12.62558192,0,0,60,14,0,0
1225,Bird,Parakeet,124,Orange,Small,9.62440663,0,0,43,411,0,0
1226,Rabbit,Rabbit,176,Brown,Small,20.77002066,0,0,62,268,0,0
1227,Bird,Parakeet,107,White,Medium,7.025923476,1,0,76,113,1,1
1228,Bird,Parakeet,101,Black,Medium,24.1695083,0,0,69,251,0,0
1229,Cat,Persian,4,White,Medium,24.28807766,1,0,63,499,0,1
1230,Rabbit,Rabbit,110,White,Small,13.04258169,1,1,2,373,0,0
1231,Rabbit,Rabbit,19,Gray,Large,9.222892316,1,0,54,141,0,1
1232,Rabbit,Rabbit,32,Brown,Small,9.232467266,1,0,16,113,0,0
1233,Rabbit,Rabbit,137,White,Large,14.9864484,1,0,55,449,0,0
1234,Rabbit,Rabbit,12,Orange,Medium,21.86779752,1,0,43,289,0,1
1235,Dog,Golden Retriever,139,Orange,Large,11.40719204,1,0,61,482,1,0
1236,Rabbit,Rabbit,46,Gray,Medium,18.69125702,1,0,38,356,0,1
1237,Bird,Parakeet,119,Brown,Medium,12.09204936,1,0,45,24,0,1
1238,Bird,Parakeet,16,Brown,Large,9.831172485,1,1,51,367,0,0
1239,Dog,Poodle,129,Orange,Medium,1.720925962,1,0,42,309,0,1
1240,Dog,Poodle,63,Black,Large,1.113509066,0,0,24,254,0,0
1241,Bird,Parakeet,109,Gray,Medium,7.589022657,1,1,30,462,1,0
1242,Bird,Parakeet,119,Gray,Small,12.78578232,1,0,37,267,1,0
1243,Dog,Labrador,21,Orange,Small,25.68657385,1,0,53,125,0,1
1244,Cat,Persian,158,Orange,Medium,24.15604304,1,1,63,392,0,0
1245,Cat,Siamese,13,Black,Medium,8.747792615,1,0,11,249,0,1
1246,Cat,Siamese,162,Black,Large,8.091672847,1,0,78,286,0,0
1247,Cat,Siamese,4,Brown,Small,7.592340061,0,1,23,333,0,0
1248,Dog,Labrador,156,Gray,Large,10.83788288,0,0,80,476,0,0
1249,Rabbit,Rabbit,102,Gray,Medium,15.44776287,0,1,50,52,0,0
1250,Cat,Persian,59,Orange,Medium,13.72136539,1,0,85,367,0,1
1251,Cat,Siamese,128,Brown,Large,7.329922765,1,0,55,42,1,0
1252,Cat,Persian,27,Gray,Medium,4.783090888,1,0,55,165,1,1
1253,Dog,Golden Retriever,69,Brown,Small,1.364756562,1,1,4,41,0,0
1254,Dog,Poodle,25,Brown,Large,5.464933921,1,0,54,379,0,0
1255,Dog,Golden Retriever,131,Orange,Small,21.45533474,1,0,61,455,1,0
1256,Dog,Poodle,97,Brown,Small,8.065518511,1,0,78,175,0,0
1257,Bird,Parakeet,25,Black,Small,14.58945249,1,0,83,66,1,0
1258,Rabbit,Rabbit,148,Black,Large,18.14773332,1,0,5,65,0,0
1259,Cat,Siamese,162,White,Medium,26.71838618,0,1,18,399,0,0
1260,Bird,Parakeet,154,Orange,Small,26.77679785,1,0,44,82,0,0
1261,Rabbit,Rabbit,126,White,Small,22.62627828,1,0,31,349,1,0
1262,Dog,Labrador,133,Black,Small,2.019552769,0,0,21,104,0,0
1263,Cat,Persian,9,White,Medium,17.67704215,1,0,47,399,0,1
1264,Dog,Labrador,116,Orange,Medium,23.81092065,1,0,30,286,0,1
1265,Bird,Parakeet,178,Orange,Large,1.501353298,1,0,55,373,1,0
1266,Dog,Golden Retriever,134,Brown,Medium,16.9408538,0,0,68,185,1,0
1267,Bird,Parakeet,60,Gray,Large,25.87516023,1,0,69,283,1,0
1268,Bird,Parakeet,172,Brown,Large,14.7489602,1,0,41,3,1,0
1269,Rabbit,Rabbit,121,Orange,Large,1.119079884,0,0,45,137,0,0
1270,Cat,Persian,139,Black,Large,1.319387392,1,0,74,178,0,0
1271,Cat,Persian,175,Black,Large,13.08244508,0,1,80,236,0,0
1272,Bird,Parakeet,108,Brown,Small,5.495251355,0,0,30,17,0,0
1273,Cat,Persian,108,Orange,Medium,20.26906906,0,0,77,302,1,0
1274,Cat,Siamese,131,Black,Small,21.55517868,0,0,85,415,1,0
1275,Cat,Persian,76,Orange,Large,6.158514068,1,0,45,413,0,0
1276,Bird,Parakeet,30,Black,Medium,26.76746537,0,0,45,419,0,0
1277,Rabbit,Rabbit,21,Orange,Small,13.8153275,1,0,79,8,1,1
1278,Bird,Parakeet,156,White,Small,5.14253132,1,0,84,419,0,0
1279,Bird,Parakeet,161,Orange,Large,23.16329634,1,0,84,28,0,0
1280,Bird,Parakeet,163,Orange,Small,23.9092605,1,0,45,143,0,0
1281,Bird,Parakeet,34,Brown,Small,19.53956871,1,0,55,347,0,0
1282,Bird,Parakeet,41,White,Small,25.75050104,1,0,59,148,0,0
1283,Cat,Siamese,51,Gray,Small,22.38381619,0,0,5,63,0,0
1284,Bird,Parakeet,175,Brown,Small,26.58396638,1,0,32,366,0,0
1285,Rabbit,Rabbit,82,Gray,Large,13.58275341,1,1,6,449,1,0
1286,Dog,Poodle,58,Black,Large,22.68031671,1,1,26,379,0,0
1287,Cat,Persian,75,Gray,Small,29.99279534,0,0,37,186,0,0
1288,Bird,Parakeet,23,Orange,Large,22.02300473,1,0,13,365,1,1
1289,Bird,Parakeet,176,Gray,Large,4.311329627,1,0,69,226,0,0
1290,Bird,Parakeet,128,Brown,Medium,16.03124295,1,0,25,117,0,1
1291,Rabbit,Rabbit,150,Brown,Small,18.03308595,1,0,13,411,1,0
1292,Dog,Golden Retriever,17,Gray,Large,6.052109577,0,1,88,438,0,0
1293,Dog,Poodle,69,Brown,Large,28.92385739,1,0,20,355,1,0
1294,Bird,Parakeet,108,Brown,Small,6.091813551,0,1,72,253,0,0
1295,Dog,Labrador,139,Gray,Medium,6.149179672,0,0,60,30,0,1
1296,Bird,Parakeet,94,White,Small,27.539847,1,0,73,160,0,0
1297,Cat,Persian,15,White,Medium,14.49095756,0,0,21,214,0,1
1298,Cat,Persian,91,Black,Small,2.832460099,0,1,61,443,1,0
1299,Dog,Labrador,163,Brown,Small,18.3474375,0,0,84,168,0,0
1300,Dog,Labrador,33,Gray,Small,18.45296411,1,0,79,80,1,1
1301,Rabbit,Rabbit,125,Brown,Small,2.870522002,1,1,26,45,1,0
1302,Cat,Siamese,16,Orange,Medium,29.20315237,1,0,54,48,0,1
1303,Dog,Labrador,162,Brown,Medium,16.77686899,1,0,42,448,1,1
1304,Cat,Siamese,66,Brown,Large,17.23407594,0,0,11,297,0,0
1305,Rabbit,Rabbit,168,White,Small,16.08334702,1,0,37,406,0,0
1306,Bird,Parakeet,156,Gray,Medium,18.71122161,1,0,11,367,1,1
1307,Cat,Persian,47,Brown,Medium,8.66469283,1,0,27,282,0,1
1308,Bird,Parakeet,167,White,Medium,9.329999091,0,0,83,472,0,0
1309,Rabbit,Rabbit,148,Black,Small,15.8288336,0,0,34,415,0,0
1310,Rabbit,Rabbit,124,White,Large,24.39388979,1,0,38,466,0,0
1311,Dog,Golden Retriever,1,White,Medium,2.446072718,1,0,61,87,0,1
1312,Cat,Siamese,87,White,Small,18.49872215,1,1,87,120,0,0
1313,Dog,Poodle,128,Brown,Medium,24.39656613,1,1,53,2,0,0
1314,Rabbit,Rabbit,67,Brown,Medium,5.550600889,0,0,65,315,0,0
1315,Cat,Persian,4,Black,Large,1.435653717,1,0,3,459,0,1
1316,Cat,Siamese,153,Orange,Medium,10.06868556,1,0,67,226,0,1
1317,Rabbit,Rabbit,47,Orange,Medium,18.0561675,0,0,28,78,0,0
1318,Bird,Parakeet,38,Orange,Small,5.010212029,0,0,14,144,1,0
1319,Dog,Poodle,143,Black,Small,13.35754876,0,0,52,241,0,0
1320,Dog,Labrador,21,Orange,Large,17.01732342,0,0,30,31,0,1
1321,Dog,Labrador,57,Orange,Small,18.36760975,1,0,58,262,0,1
1322,Cat,Siamese,117,White,Small,8.957939909,1,0,54,210,0,0
1323,Cat,Persian,46,Brown,Large,12.60085944,1,0,69,70,0,0
1324,Bird,Parakeet,142,Brown,Medium,23.57183764,1,0,15,383,1,1
1325,Rabbit,Rabbit,145,White,Large,28.29522613,1,0,38,196,1,0
1326,Rabbit,Rabbit,39,White,Small,25.9945296,1,0,78,57,1,0
1327,Cat,Siamese,137,White,Large,17.36422155,0,1,14,423,1,0
1328,Cat,Persian,99,Brown,Medium,12.89849129,1,0,57,468,0,1
1329,Cat,Siamese,77,Orange,Large,10.65574182,1,0,59,111,0,0
1330,Rabbit,Rabbit,115,White,Small,4.623740416,0,0,8,47,1,0
1331,Bird,Parakeet,134,Black,Small,4.089986169,1,0,72,434,0,0
1332,Dog,Golden Retriever,151,White,Large,20.96237112,1,0,19,184,1,0
1333,Bird,Parakeet,91,Gray,Medium,8.534038069,1,0,32,366,1,1
1334,Bird,Parakeet,98,White,Large,8.385188907,0,0,29,326,1,0
1335,Bird,Parakeet,120,Brown,Medium,29.94765658,1,0,41,164,0,1
1336,Rabbit,Rabbit,46,White,Medium,6.449852778,1,0,75,214,1,1
1337,Dog,Golden Retriever,38,Gray,Large,5.293733025,0,0,45,330,0,0
1338,Cat,Persian,142,Black,Medium,3.861871605,0,0,13,329,0,0
1339,Rabbit,Rabbit,100,Orange,Small,17.81435501,1,1,27,120,0,0
1340,Rabbit,Rabbit,72,White,Large,19.20805095,0,0,19,212,1,0
1341,Bird,Parakeet,35,Gray,Medium,11.59160986,1,0,26,310,1,1
1342,Rabbit,Rabbit,147,Gray,Small,16.52698673,1,0,53,40,0,0
1343,Bird,Parakeet,30,Black,Large,23.8635864,0,0,51,352,0,0
1344,Cat,Persian,78,Brown,Small,24.72502088,0,0,37,403,0,0
1345,Dog,Poodle,84,White,Small,28.7794502,1,0,9,288,1,0
1346,Rabbit,Rabbit,113,Gray,Small,24.90377159,0,0,52,167,0,0
1347,Cat,Siamese,25,Black,Medium,17.38040166,0,0,54,482,0,0
1348,Cat,Siamese,168,Orange,Large,6.210052009,1,1,3,33,0,0
1349,Cat,Siamese,88,Gray,Large,3.893143173,1,0,69,317,0,0
1350,Bird,Parakeet,14,Black,Medium,2.580844807,1,0,8,483,0,1
1351,Rabbit,Rabbit,154,Brown,Large,20.32924912,0,0,14,474,0,0
1352,Cat,Siamese,102,Brown,Small,24.41855141,1,0,3,274,1,0
1353,Dog,Labrador,150,Gray,Large,15.75183457,1,0,24,426,1,1
1354,Cat,Persian,176,Gray,Medium,2.58671107,1,1,13,196,0,0
1355,Cat,Persian,83,White,Small,16.52864666,1,0,43,190,1,0
1356,Bird,Parakeet,110,Black,Medium,28.13672858,0,0,29,220,0,0
1357,Rabbit,Rabbit,179,Gray,Small,18.33078254,1,1,72,9,0,0
1358,Dog,Labrador,131,White,Small,24.47339717,1,0,51,119,0,1
1359,Rabbit,Rabbit,170,White,Large,24.2044268,1,0,42,122,0,0
1360,Bird,Parakeet,19,Gray,Small,28.03174389,1,0,31,246,1,1
1361,Dog,Poodle,28,Brown,Medium,23.3366342,1,0,63,359,0,1
1362,Cat,Persian,173,Black,Large,22.68331491,0,0,26,396,0,0
1363,Cat,Siamese,71,Black,Medium,7.788977284,1,0,18,220,1,1
1364,Cat,Siamese,63,Brown,Small,2.737829504,0,0,82,260,0,0
1365,Bird,Parakeet,73,Gray,Medium,16.01038449,1,0,57,57,1,1
1366,Rabbit,Rabbit,124,Black,Medium,4.60859203,1,0,7,314,1,1
1367,Dog,Golden Retriever,119,Gray,Small,28.90368041,1,0,48,459,0,0
1368,Bird,Parakeet,121,Gray,Large,9.407818116,0,0,80,127,1,0
1369,Dog,Poodle,19,White,Medium,25.7353819,1,0,60,186,0,1
1370,Cat,Persian,175,Brown,Small,12.24111413,1,0,33,204,0,0
1371,Cat,Siamese,142,Gray,Large,10.37263325,1,0,3,85,0,0
1372,Bird,Parakeet,120,Orange,Large,28.1195986,0,0,4,103,0,0
1373,Cat,Persian,166,Brown,Large,11.53635459,1,1,4,142,1,0
1374,Cat,Siamese,61,Black,Medium,12.31834935,0,0,42,204,0,0
1375,Rabbit,Rabbit,164,White,Medium,4.076661609,0,0,9,128,0,0
1376,Cat,Persian,168,Black,Medium,20.44295329,0,1,51,245,1,0
1377,Dog,Golden Retriever,30,Black,Large,9.37634302,0,0,17,37,0,0
1378,Dog,Labrador,9,Brown,Medium,17.98252087,1,0,17,362,0,1
1379,Dog,Labrador,64,Black,Small,18.14919942,1,0,20,108,0,1
1380,Bird,Parakeet,161,Gray,Medium,21.85679117,1,0,14,308,1,1
1381,Bird,Parakeet,120,Black,Medium,22.6120031,0,0,22,51,0,0
1382,Rabbit,Rabbit,52,White,Large,15.9191206,1,0,52,0,0,0
1383,Cat,Siamese,89,White,Medium,10.59876648,1,0,27,10,0,1
1384,Bird,Parakeet,142,Orange,Small,25.28607595,0,0,43,313,0,0
1385,Cat,Siamese,53,White,Large,9.986103833,1,0,3,234,1,0
1386,Dog,Labrador,78,Black,Small,15.71776374,1,0,88,127,0,1
1387,Cat,Persian,41,White,Large,12.63632491,1,0,8,423,0,0
1388,Rabbit,Rabbit,68,Brown,Large,25.79727319,1,0,86,213,0,0
1389,Cat,Persian,8,White,Medium,13.5256374,1,1,89,482,1,1
1390,Dog,Golden Retriever,2,Gray,Small,12.19687648,0,0,10,443,1,0
1391,Dog,Poodle,105,Brown,Large,21.00488709,1,0,29,242,0,0
1392,Rabbit,Rabbit,125,Orange,Medium,18.47079219,0,0,40,43,0,0
1393,Bird,Parakeet,110,Gray,Large,4.110158171,1,1,65,5,0,0
1394,Bird,Parakeet,86,Black,Large,15.73689538,1,0,21,155,0,0
1395,Dog,Poodle,169,Black,Large,22.32887326,1,0,24,414,0,0
1396,Rabbit,Rabbit,120,Black,Large,29.77016817,1,1,73,7,0,0
1397,Rabbit,Rabbit,127,Gray,Large,19.24525819,1,1,60,4,0,0
1398,Dog,Golden Retriever,16,Gray,Large,11.73849893,0,0,26,361,1,0
1399,Dog,Labrador,62,Gray,Medium,7.558396394,1,0,9,181,0,1
1400,Cat,Persian,113,Brown,Large,26.31207679,1,0,20,111,1,0
1401,Cat,Siamese,176,Brown,Small,24.62239115,1,1,56,491,0,0
1402,Dog,Labrador,158,Black,Medium,7.783761803,1,0,36,272,1,1
1403,Dog,Golden Retriever,12,White,Small,6.818330614,0,1,36,421,0,0
1404,Bird,Parakeet,35,Black,Large,21.73896653,0,0,73,264,0,0
1405,Cat,Persian,11,Orange,Small,10.1336098,1,0,22,457,1,1
1406,Cat,Persian,64,Brown,Large,9.885565152,1,0,1,211,0,0
1407,Dog,Labrador,50,Gray,Large,5.416417165,0,0,69,77,0,0
1408,Cat,Siamese,149,Brown,Medium,8.655290072,1,0,73,269,0,1
1409,Cat,Persian,69,Gray,Medium,13.39771917,1,0,37,153,1,1
1410,Rabbit,Rabbit,48,Orange,Large,22.25231178,0,0,83,220,0,0
1411,Bird,Parakeet,20,Orange,Medium,10.75293474,1,0,72,368,1,1
1412,Rabbit,Rabbit,101,Brown,Small,10.52952584,1,0,13,445,0,0
1413,Cat,Persian,172,Gray,Medium,9.262484324,1,0,84,346,0,1
1414,Bird,Parakeet,161,Orange,Medium,14.87022636,1,0,43,24,0,1
1415,Dog,Poodle,137,Black,Small,6.23846424,1,0,37,463,0,0
1416,Dog,Golden Retriever,68,Black,Medium,15.08329129,1,0,74,419,0,1
1417,Bird,Parakeet,35,Gray,Large,21.42109113,0,1,25,353,0,0
1418,Bird,Parakeet,65,Brown,Small,1.863924617,0,0,88,207,0,0
1419,Dog,Labrador,8,Orange,Large,1.283602029,1,0,21,416,0,1
1420,Dog,Labrador,45,Brown,Small,3.178564394,1,0,41,2,0,1
1421,Bird,Parakeet,87,Black,Large,16.53414179,0,0,73,214,1,0
1422,Bird,Parakeet,175,Orange,Large,25.77919741,1,0,42,394,1,0
1423,Cat,Persian,168,Brown,Medium,1.141649515,0,1,42,111,1,0
1424,Dog,Golden Retriever,76,White,Large,28.16317783,1,1,2,441,0,0
1425,Bird,Parakeet,76,Gray,Medium,4.082076836,0,0,68,191,1,0
1426,Bird,Parakeet,174,Gray,Small,25.41752231,1,0,8,401,0,0
1427,Cat,Persian,47,White,Large,15.00278818,1,0,61,46,0,0
1428,Bird,Parakeet,15,Black,Large,20.12136423,0,0,14,488,1,0
1429,Bird,Parakeet,105,Orange,Small,15.80980655,1,0,77,427,1,0
1430,Bird,Parakeet,147,Gray,Small,14.83439853,1,0,21,220,0,0
1431,Rabbit,Rabbit,26,White,Large,25.21208342,1,0,24,186,0,0
1432,Cat,Persian,52,White,Small,22.92070501,0,1,50,49,0,0
1433,Rabbit,Rabbit,93,Black,Medium,15.01866486,1,0,82,196,0,1
1434,Bird,Parakeet,150,Black,Small,4.237441952,0,0,45,215,1,0
1435,Bird,Parakeet,21,Brown,Small,4.34668582,1,0,64,412,0,1
1436,Dog,Labrador,51,Gray,Large,24.24464436,1,1,64,220,1,0
1437,Rabbit,Rabbit,38,Brown,Medium,16.35232802,1,0,26,379,0,1
1438,Cat,Siamese,20,White,Small,14.96608507,1,0,32,89,1,1
1439,Bird,Parakeet,157,Orange,Medium,20.7364384,0,0,57,231,1,0
1440,Rabbit,Rabbit,179,Orange,Medium,25.90640592,0,0,53,322,0,0
1441,Dog,Poodle,132,Black,Medium,19.23732119,1,0,33,257,0,1
1442,Dog,Labrador,55,Orange,Large,23.12258917,0,0,52,152,1,0
1443,Dog,Labrador,92,Orange,Small,23.1928452,0,0,18,255,0,0
1444,Bird,Parakeet,28,Orange,Large,11.33158201,1,0,35,402,0,0
1445,Bird,Parakeet,4,White,Small,8.948412674,0,1,12,423,0,0
1446,Dog,Poodle,150,Orange,Small,24.23375795,1,0,51,257,0,0
1447,Rabbit,Rabbit,76,Orange,Large,11.93818496,0,0,89,466,1,0
1448,Cat,Persian,173,Orange,Medium,27.19674419,1,0,10,64,0,1
1449,Cat,Siamese,67,Brown,Medium,3.021030205,1,0,52,189,1,1
1450,Bird,Parakeet,86,White,Small,2.68830785,1,0,34,90,0,0
1451,Cat,Siamese,162,Black,Large,27.88312064,0,1,67,437,1,0
1452,Cat,Persian,91,Brown,Medium,19.80519251,1,1,39,172,0,0
1453,Dog,Golden Retriever,105,Gray,Medium,12.00838134,1,0,8,246,0,1
1454,Bird,Parakeet,1,White,Small,22.89675203,1,0,29,255,0,1
1455,Rabbit,Rabbit,72,White,Small,20.49747749,1,0,22,115,1,0
1456,Dog,Golden Retriever,87,Gray,Large,16.40483036,1,0,84,48,0,0
1457,Dog,Labrador,166,Gray,Small,3.867326937,0,0,70,226,1,0
1458,Dog,Golden Retriever,6,Gray,Medium,24.55320803,1,0,61,488,0,1
1459,Rabbit,Rabbit,153,Black,Medium,26.11467253,1,1,43,68,0,0
1460,Rabbit,Rabbit,145,Orange,Medium,5.992891968,1,0,49,421,1,1
1461,Dog,Poodle,61,White,Medium,25.66483791,0,0,29,387,0,0
1462,Bird,Parakeet,12,Orange,Large,26.45757202,1,1,81,400,0,0
1463,Bird,Parakeet,6,Orange,Large,16.93342976,1,0,31,125,0,1
1464,Bird,Parakeet,27,Gray,Small,20.02919205,0,0,53,436,0,0
1465,Bird,Parakeet,136,Black,Small,12.08488228,0,0,34,212,0,0
1466,Rabbit,Rabbit,124,Brown,Small,9.171957778,0,0,38,52,0,0
1467,Rabbit,Rabbit,106,Black,Large,21.93751126,1,1,57,111,0,0
1468,Cat,Siamese,93,Orange,Medium,25.99437932,0,1,4,158,1,0
1469,Bird,Parakeet,109,Black,Small,19.96824904,1,1,2,239,1,0
1470,Dog,Golden Retriever,99,Gray,Medium,15.83612771,1,1,12,149,0,0
1471,Cat,Persian,168,Brown,Small,5.608818238,1,0,35,138,0,0
1472,Rabbit,Rabbit,142,Gray,Small,2.550302666,1,1,70,417,0,0
1473,Cat,Persian,35,Brown,Small,13.92506192,0,1,72,112,1,0
1474,Rabbit,Rabbit,176,Orange,Small,2.431137347,1,0,21,142,0,0
1475,Bird,Parakeet,84,Brown,Small,17.51070433,1,0,61,369,0,0
1476,Bird,Parakeet,56,Brown,Medium,12.09914655,0,0,35,137,1,0
1477,Cat,Persian,177,Brown,Small,22.95848447,0,0,48,485,0,0
1478,Bird,Parakeet,141,Black,Medium,9.863806408,1,0,15,479,1,1
1479,Rabbit,Rabbit,49,Black,Large,18.19649833,1,1,71,436,0,0
1480,Cat,Siamese,46,Orange,Small,16.59282213,1,1,15,303,0,0
1481,Rabbit,Rabbit,113,Brown,Medium,1.13666034,0,0,6,30,1,0
1482,Cat,Persian,136,White,Large,3.09929255,1,0,81,292,0,0
1483,Dog,Labrador,43,Orange,Large,9.420678162,0,1,68,107,1,0
1484,Bird,Parakeet,148,Brown,Large,26.58481735,1,0,22,283,0,0
1485,Rabbit,Rabbit,124,Brown,Medium,5.263433692,1,0,32,158,1,1
1486,Rabbit,Rabbit,97,Black,Small,21.61593558,1,0,22,325,0,0
1487,Bird,Parakeet,90,Orange,Small,29.22763042,0,1,27,13,0,0
1488,Rabbit,Rabbit,39,Brown,Medium,23.92645903,1,1,15,121,0,0
1489,Rabbit,Rabbit,85,Brown,Small,8.045415489,0,0,44,214,0,0
1490,Rabbit,Rabbit,177,Orange,Medium,27.34259255,1,0,86,271,0,1
1491,Rabbit,Rabbit,62,White,Small,3.700107539,1,1,9,24,0,0
1492,Rabbit,Rabbit,106,Orange,Large,14.57611631,0,0,34,422,0,0
1493,Dog,Labrador,107,Orange,Small,26.73871532,1,0,73,321,0,1
1494,Rabbit,Rabbit,54,White,Medium,19.59670557,1,0,15,293,0,1
1495,Bird,Parakeet,126,Orange,Medium,12.99569238,1,0,62,168,0,1
1496,Cat,Siamese,9,Brown,Large,9.491573135,1,0,45,102,0,1
1497,Rabbit,Rabbit,88,Orange,Medium,11.87788275,1,0,84,353,1,1
1498,Bird,Parakeet,37,White,Small,15.75931165,1,1,72,370,0,0
1499,Cat,Siamese,49,Gray,Small,10.25227397,0,0,58,39,0,0
1500,Cat,Siamese,41,Orange,Large,29.100068,1,1,19,234,0,0
1501,Dog,Poodle,17,Black,Medium,28.05925194,1,1,16,319,1,1
1502,Rabbit,Rabbit,88,Brown,Large,26.24947258,1,0,75,88,0,0
1503,Dog,Poodle,21,Brown,Small,13.23306523,1,0,8,99,0,1
1504,Bird,Parakeet,51,Black,Large,21.04775131,1,0,33,143,0,0
1505,Bird,Parakeet,59,Black,Medium,27.1820499,0,0,74,81,0,0
1506,Dog,Poodle,167,Orange,Large,25.66245514,0,0,18,76,1,0
1507,Dog,Labrador,41,Black,Medium,13.01548341,1,0,35,58,0,1
1508,Cat,Persian,39,Gray,Medium,4.25919543,1,0,43,228,0,1
1509,Rabbit,Rabbit,141,White,Small,3.193280551,1,0,50,90,1,0
1510,Cat,Siamese,11,Black,Small,17.73485731,1,1,3,353,0,0
1511,Dog,Labrador,147,Black,Small,19.63621012,0,0,59,394,1,0
1512,Bird,Parakeet,139,Gray,Medium,25.64543553,1,0,28,0,0,1
1513,Cat,Siamese,77,Brown,Large,9.48293559,1,0,46,268,1,0
1514,Bird,Parakeet,127,Brown,Medium,5.856644226,1,1,64,285,1,0
1515,Rabbit,Rabbit,46,Orange,Small,11.99116916,1,0,70,196,0,0
1516,Bird,Parakeet,45,Gray,Small,11.25367859,1,0,47,273,1,0
1517,Dog,Golden Retriever,1,White,Large,4.841599667,1,0,14,77,0,1
1518,Dog,Labrador,168,White,Small,20.49619692,1,0,7,140,0,1
1519,Dog,Poodle,108,Gray,Small,15.75206628,1,1,74,287,0,0
1520,Rabbit,Rabbit,19,White,Small,21.91255993,1,0,79,70,0,1
1521,Dog,Labrador,76,Brown,Large,11.22804248,1,0,31,455,1,1
1522,Cat,Siamese,72,White,Medium,10.44536414,1,0,81,49,0,1
1523,Bird,Parakeet,109,White,Small,14.70469974,1,1,51,454,1,0
1524,Bird,Parakeet,12,Gray,Large,26.44481302,1,0,29,371,0,1
1525,Rabbit,Rabbit,161,Gray,Small,2.168157895,1,1,15,368,0,0
1526,Dog,Poodle,45,White,Large,24.3401517,0,0,76,79,0,0
1527,Bird,Parakeet,90,Black,Small,11.70064077,1,0,25,234,0,0
1528,Cat,Persian,103,Gray,Large,25.78395175,1,0,61,286,1,0
1529,Bird,Parakeet,8,Orange,Small,24.26388726,1,0,41,306,1,1
1530,Cat,Siamese,153,Orange,Medium,11.11407617,1,0,69,154,1,1
1531,Cat,Siamese,91,Brown,Small,21.12241952,0,1,4,59,1,0
1532,Dog,Golden Retriever,174,White,Large,5.629349946,0,0,57,32,0,0
1533,Bird,Parakeet,87,Black,Small,26.99216501,0,1,31,436,0,0
1534,Rabbit,Rabbit,158,Brown,Medium,12.73024087,1,0,3,126,0,1
1535,Bird,Parakeet,175,White,Small,14.21314285,1,0,67,220,0,0
1536,Bird,Parakeet,177,Gray,Large,21.46701248,1,1,50,199,0,0
1537,Cat,Persian,175,Orange,Large,24.80436686,1,0,17,416,0,0
1538,Dog,Golden Retriever,84,Black,Medium,7.853939557,1,0,60,125,0,1
1539,Rabbit,Rabbit,82,Orange,Large,20.17915406,0,1,74,40,0,0
1540,Cat,Siamese,146,Gray,Small,12.36794327,0,0,66,274,1,0
1541,Rabbit,Rabbit,68,White,Small,11.6923848,1,0,88,468,0,0
1542,Dog,Labrador,161,Gray,Small,21.01074889,1,1,75,296,0,0
1543,Dog,Golden Retriever,127,Gray,Large,12.22831495,1,0,24,84,0,0
1544,Bird,Parakeet,164,Orange,Small,11.0371465,1,1,87,88,1,0
1545,Cat,Persian,82,Black,Small,25.24076384,1,0,32,41,1,0
1546,Rabbit,Rabbit,147,Gray,Small,3.937007591,0,0,87,119,0,0
1547,Cat,Siamese,156,Orange,Medium,20.60088606,1,0,19,278,0,1
1548,Dog,Golden Retriever,168,Black,Large,8.21303642,1,0,66,458,1,0
1549,Dog,Labrador,84,White,Large,1.449449013,1,0,60,32,0,1
1550,Dog,Poodle,113,White,Large,5.836163797,0,1,66,275,1,0
1551,Cat,Persian,76,Brown,Medium,18.59318436,1,0,15,152,1,1
1552,Bird,Parakeet,122,Orange,Large,21.56468855,1,0,85,89,0,0
1553,Dog,Labrador,143,Black,Medium,1.610675723,0,0,35,103,0,1
1554,Bird,Parakeet,41,Gray,Medium,2.056337856,1,0,69,435,0,1
1555,Dog,Labrador,167,White,Large,27.17372133,0,0,27,11,0,0
1556,Cat,Siamese,2,Black,Small,3.125868725,1,0,88,159,1,1
1557,Bird,Parakeet,29,Orange,Small,26.9312826,1,0,7,416,1,0
1558,Bird,Parakeet,105,Brown,Large,7.616811499,1,0,6,457,1,0
