cap_diameter,cap_shape,gill_attachment,gill_color,stem_height,stem_width,stem_color,season,class
293,6,0,6,1.412966784,780,11,0.943194554,0
372,6,0,6,0.609211011,926,11,0.888450288,0
378,6,0,6,0.935488107,767,11,0.943194554,0
237,6,0,6,1.309513071,736,11,0.943194554,0
254,6,0,11,1.019046875,786,11,0.943194554,0
345,6,0,11,0.274975936,935,11,0.888450288,0
286,6,0,11,1.301555093,780,11,0.943194554,0
222,6,0,11,1.548252409,760,11,0.888450288,0
439,6,0,11,1.023025864,951,11,0.943194554,0
551,6,0,6,0.207333124,1060,11,0.888450288,0
288,6,0,6,1.023025864,740,11,0.943194554,0
245,6,0,11,0.899677206,842,11,0.888450288,0
422,6,0,6,0.692769779,791,11,0.943194554,0
316,6,0,11,1.297576104,777,11,0.943194554,0
361,6,0,11,1.074752721,789,11,0.888450288,0
434,6,0,11,0.967320018,954,11,0.943194554,0
275,6,0,6,1.174227445,739,11,0.888450288,0
287,6,0,6,0.951404063,704,11,0.888450288,0
348,6,0,11,0.49382033,963,11,0.888450288,0
288,6,0,6,1.241870258,780,11,0.888450288,0
365,6,0,6,0.919572151,821,11,0.888450288,0
446,6,0,11,0.37842965,929,11,0.888450288,0
302,6,0,11,1.07873171,792,11,0.943194554,0
295,6,0,11,0.724601691,797,11,0.943194554,0
459,6,0,11,0.72858068,930,11,0.888450288,0
338,6,0,11,0.780307537,919,11,0.943194554,0
276,6,0,6,0.915593162,870,11,0.943194554,0
319,6,0,11,0.541568198,931,11,0.943194554,0
285,6,0,11,1.186164412,715,11,0.943194554,0
349,6,0,11,0.967320018,837,11,0.888450288,0
319,6,0,11,0.867845294,928,11,0.888450288,0
367,6,0,6,0.712664724,918,11,0.943194554,0
318,6,0,6,1.138416545,634,11,0.943194554,0
272,6,0,11,1.062815754,819,11,0.888450288,0
393,6,0,6,0.983235974,725,11,0.888450288,0
374,6,0,11,0.621147977,900,11,0.943194554,0
421,6,0,6,1.074752721,747,11,0.943194554,0
355,6,0,6,0.780307537,735,11,0.888450288,0
254,6,0,6,1.241870258,824,11,0.943194554,0
323,6,0,6,1.357260938,796,11,0.943194554,0
416,6,0,11,0.887740239,898,11,0.888450288,0
387,6,0,11,0.119795366,1015,11,0.943194554,0
305,6,0,11,1.158311489,724,11,0.888450288,0
418,6,0,11,0.414240551,891,11,0.888450288,0
405,6,0,11,0.553505165,863,11,0.888450288,0
372,6,0,6,0.995172941,758,11,0.888450288,0
346,6,0,6,1.007109908,866,11,0.888450288,0
317,6,0,6,1.042920809,840,11,0.888450288,0
328,6,0,11,0.824076415,936,11,0.888450288,0
332,6,0,11,0.577379099,998,11,0.943194554,0
325,6,0,11,1.070773732,904,11,0.888450288,0
420,6,0,11,1.058836765,843,11,0.943194554,0
323,6,0,6,1.122500589,688,11,0.943194554,0
380,6,0,6,0.947425074,834,11,0.888450288,0
352,6,0,6,1.070773732,703,11,0.888450288,0
350,6,0,6,0.867845294,845,11,0.943194554,0
337,6,0,11,0.903656195,788,11,0.943194554,0
370,6,0,6,0.545547187,837,11,0.888450288,0
292,6,0,11,0.756433603,814,11,0.888450288,0
299,6,0,11,0.521673253,936,11,0.943194554,0
309,6,0,6,1.062815754,722,11,0.888450288,0
370,6,0,6,1.106584633,801,11,0.943194554,0
232,6,0,11,1.34930296,613,11,0.943194554,0
393,6,0,6,0.828055404,968,11,0.888450288,0
308,6,0,11,0.76837057,903,11,0.943194554,0
506,6,0,11,0.668895845,1026,11,0.888450288,0
336,6,0,11,0.959362041,898,11,0.888450288,0
375,6,0,11,0.700727757,981,11,0.943194554,0
317,6,0,11,1.011088897,754,11,0.888450288,0
366,6,0,11,0.935488107,746,11,0.943194554,0
399,6,0,6,0.684811801,899,11,0.943194554,0
324,6,0,6,0.736538658,835,11,0.943194554,0
281,6,0,11,0.875803272,837,11,0.888450288,0
403,6,0,11,0.561463143,838,11,0.888450288,0
429,6,0,11,0.704706746,955,11,0.943194554,0
311,6,0,6,1.058836765,751,11,0.888450288,0
329,6,0,11,0.939467096,946,11,0.943194554,0
441,6,0,11,0.605232022,795,11,0.888450288,0
329,6,0,6,0.84397136,930,11,0.943194554,0
300,6,0,11,1.221975313,759,11,0.943194554,0
316,6,0,11,1.249828236,662,11,0.888450288,0
368,6,0,6,0.836013382,839,11,0.943194554,0
215,6,0,6,0.784286526,802,11,0.888450288,0
393,6,0,11,0.684811801,959,11,0.943194554,0
262,6,0,6,0.855908327,789,11,0.943194554,0
368,6,0,11,0.792244503,850,11,0.943194554,0
356,6,0,11,0.820097426,774,11,0.888450288,0
444,6,0,6,0.593295055,913,11,0.888450288,0
314,6,0,11,1.034962831,766,11,0.888450288,0
373,6,0,11,0.820097426,856,11,0.943194554,0
428,6,0,11,0.76837057,714,11,0.943194554,0
580,6,0,6,0.410261562,1040,11,0.888450288,0
405,6,0,11,0.601253033,941,11,0.943194554,0
425,6,0,6,0.605232022,904,11,0.888450288,0
430,6,0,6,0.617168988,929,11,0.888450288,0
498,6,0,11,0.426177518,958,11,0.943194554,0
319,6,0,6,1.003130919,725,11,0.943194554,0
238,6,0,6,1.162290478,704,11,0.888450288,0
362,6,0,11,0.80418147,882,11,0.888450288,0
459,6,0,6,0.386387628,950,11,0.888450288,0
248,6,0,6,1.050878787,779,11,0.888450288,0
357,6,0,11,1.281660148,798,11,0.943194554,0
355,6,0,11,0.553505165,887,11,0.888450288,0
352,6,0,11,0.92355114,876,11,0.943194554,0
486,6,0,11,0.915593162,865,11,0.943194554,0
279,6,0,6,0.808160459,988,11,0.943194554,0
422,6,0,11,0.629105955,934,11,0.943194554,0
356,6,0,6,0.967320018,878,11,0.888450288,0
415,6,0,11,0.780307537,869,11,0.943194554,0
255,6,0,11,0.855908327,812,11,0.888450288,0
307,6,0,11,1.074752721,811,11,0.888450288,0
336,6,0,6,0.700727757,836,11,0.888450288,0
273,6,0,11,0.99915193,783,11,0.943194554,0
435,6,0,11,0.991193952,837,11,0.888450288,0
290,6,0,11,0.788265515,1033,11,0.888450288,0
421,6,0,6,0.668895845,912,11,0.943194554,0
668,6,6,11,0.588464672,1374,11,0.943194554,0
705,6,6,11,1.10175425,1744,11,0.943194554,0
657,6,6,11,0.222397686,1252,11,0.943194554,0
798,6,6,11,0.75160322,1555,11,0.943194554,0
754,6,6,11,0.473073991,1527,11,0.943194554,0
568,6,6,11,0.620296584,1607,11,0.888450288,0
615,6,6,11,0.301977465,1379,11,0.943194554,0
696,6,6,11,0.453179046,1447,11,0.888450288,0
678,6,6,11,0.660086473,1260,11,0.888450288,0
641,6,6,11,0.727729286,1491,11,0.888450288,0
615,6,6,11,0.349725333,1558,11,0.888450288,0
603,6,6,11,0.44124208,1608,11,0.943194554,0
643,6,6,11,0.329830388,1362,11,0.888450288,0
593,6,6,11,0.365641289,1312,11,0.888450288,0
625,6,6,11,0.636212539,1323,11,0.888450288,0
733,6,6,11,1.197249985,1864,11,0.943194554,0
689,6,6,11,0.75160322,1595,11,0.888450288,0
781,6,6,11,0.552653771,1604,11,0.943194554,0
695,6,6,11,1.077880316,1550,11,0.943194554,0
631,6,6,11,0.759561198,1565,11,0.943194554,0
743,6,6,11,0.735687264,1468,11,0.888450288,0
739,6,6,11,0.922699746,1578,11,0.888450288,0
507,6,6,11,0.178628807,1429,11,0.888450288,0
555,6,6,11,0.043343182,1047,11,0.943194554,0
689,6,6,11,0.759561198,1529,11,0.888450288,0
487,6,6,11,0.425326124,1292,11,0.888450288,0
797,6,6,11,1.165418073,1656,11,0.888450288,0
637,6,6,11,0.683960407,1364,11,0.943194554,0
718,6,6,11,0.707834341,1618,11,0.943194554,0
638,6,6,11,0.40145219,1469,11,0.888450288,0
814,6,6,11,1.356409544,1742,11,0.943194554,0
501,6,6,11,0.262187576,1209,11,0.943194554,0
627,6,6,11,0.325851399,1398,11,0.943194554,0
722,6,6,11,0.779456143,1506,11,0.888450288,0
394,6,6,11,0.325851399,1195,11,0.943194554,0
665,6,6,11,0.32187241,1643,11,0.888450288,0
542,6,6,11,0.357683311,1459,11,0.943194554,0
506,6,6,11,0.099900421,1208,11,0.888450288,0
554,6,6,11,0.138838917,1399,11,0.943194554,0
707,6,6,11,0.807309065,1320,11,0.943194554,0
535,6,6,11,0.413389157,1364,11,0.888450288,0
783,6,6,11,0.735687264,1527,11,0.943194554,0
768,6,6,11,0.859035922,1551,11,0.943194554,0
609,6,6,11,0.449200057,1214,11,0.888450288,0
620,6,6,11,1.093796272,1520,11,0.943194554,0
720,6,6,11,0.453179046,1309,11,0.943194554,0
744,6,6,11,0.568569727,1565,11,0.888450288,0
624,6,6,11,0.564590738,1627,11,0.888450288,0
592,6,6,11,0.536737815,1610,11,0.943194554,0
650,6,6,11,0.337788366,1329,11,0.888450288,0
677,6,6,11,0.767519176,1449,11,0.943194554,0
745,6,6,11,0.863014911,1560,11,0.888450288,0
554,6,6,11,0.747624231,1494,11,0.888450288,0
508,6,6,11,0.119795366,1359,11,0.943194554,0
453,6,6,11,0.250250609,1267,11,0.943194554,0
544,6,6,11,0.000425697,1148,11,0.888450288,0
749,6,6,11,0.859035922,1649,11,0.943194554,0
686,6,6,11,0.755582209,1530,11,0.888450288,0
583,6,6,11,0.329830388,1349,11,0.888450288,0
619,6,6,11,1.308661677,1675,11,0.943194554,0
613,6,6,11,0.624275573,1470,11,0.943194554,0
507,6,6,11,0.170670829,1347,11,0.943194554,0
783,6,6,11,1.006258514,1738,11,0.943194554,0
1039,6,6,11,1.435989324,1847,11,0.943194554,0
684,6,6,11,0.63223355,1195,11,0.888450288,0
728,6,6,11,0.353704322,1367,11,0.943194554,0
773,6,6,11,0.855056933,1666,11,0.943194554,0
579,6,6,11,0.357683311,1458,11,0.888450288,0
662,6,6,11,0.421347135,1532,11,0.888450288,0
670,6,6,11,0.433284102,1376,11,0.888450288,0
712,6,6,11,0.691918385,1420,11,0.888450288,0
601,6,6,11,0.159585256,1096,11,0.943194554,0
655,6,6,11,0.870972889,1432,11,0.888450288,0
690,6,6,11,0.198523752,1156,11,0.943194554,0
447,6,6,11,0.453179046,1312,11,0.943194554,0
735,6,6,11,0.823225021,1819,11,0.888450288,0
507,6,6,11,0.24627162,1334,11,0.888450288,0
545,6,6,11,0.63223355,1270,11,0.888450288,0
583,6,6,11,0.544695793,1608,11,0.943194554,0
867,6,6,11,1.014216492,1693,11,0.943194554,0
665,6,6,11,0.214439708,1415,11,0.888450288,0
595,6,6,11,0.839140977,1438,11,0.943194554,0
519,6,6,11,0.421347135,1471,11,0.943194554,0
644,6,6,11,0.353704322,1363,11,0.888450288,0
599,6,6,11,0.397473201,1298,11,0.943194554,0
717,6,6,11,0.270145554,1225,11,0.943194554,0
741,6,6,11,0.978405591,1726,11,0.888450288,0
572,6,6,11,0.473073991,1511,11,0.888450288,0
843,6,6,11,1.10175425,1760,11,0.888450288,0
462,6,6,11,0.349725333,1387,11,0.943194554,0
600,6,6,11,0.385536234,1537,11,0.943194554,0
577,6,6,11,0.301977465,1154,11,0.943194554,0
593,6,6,11,0.309935443,1463,11,0.943194554,0
661,6,6,11,0.604380628,1631,11,0.943194554,0
842,6,6,11,0.612338606,1687,11,0.943194554,0
626,6,6,11,0.110985994,1313,11,0.888450288,0
615,6,6,11,0.226376675,1488,11,0.943194554,0
640,6,6,11,0.878930867,1667,11,0.943194554,0
719,6,6,11,0.942594691,1746,11,0.888450288,0
664,6,6,11,0.874951878,1573,11,0.943194554,0
743,6,6,11,1.085838294,1660,11,0.888450288,0
715,6,6,11,0.337788366,1386,11,0.888450288,0
705,6,6,11,0.429305113,1417,11,0.888450288,0
779,6,6,11,0.668044451,1636,11,0.888450288,0
812,6,6,11,0.568569727,1662,11,0.943194554,0
672,6,6,11,0.898825812,1632,11,0.943194554,0
653,6,6,11,0.958510647,1319,11,0.888450288,0
748,6,6,11,0.194544763,1689,11,0.888450288,0
547,6,6,11,0.270145554,1390,11,0.888450288,0
637,6,6,11,0.333809377,1376,11,0.888450288,0
659,6,6,11,0.488989947,1416,11,0.888450288,0
566,6,6,11,0.286061509,1362,11,0.943194554,0
829,6,6,11,0.504905903,1519,11,0.888450288,0
827,6,6,11,0.628254561,1591,11,0.888450288,0
681,6,6,11,0.3616623,1376,11,0.888450288,0
637,6,6,11,0.150775884,1136,11,0.888450288,0
543,6,6,11,0.127753344,1121,11,0.943194554,0
642,6,6,11,0.962489636,1764,11,0.888450288,0
555,6,6,11,0.190565774,1385,11,0.943194554,0
526,6,6,11,0.122922961,1334,11,0.943194554,0
618,6,6,11,0.076026488,1096,11,0.888450288,0
814,6,6,11,1.268871787,1538,11,0.888450288,0
662,6,6,11,0.676002429,1344,11,0.888450288,0
665,6,6,11,0.847098955,1391,11,0.943194554,0
738,6,6,11,1.010237503,1915,11,0.888450288,0
631,6,6,11,0.357683311,1475,11,0.943194554,0
527,6,6,11,0.37842965,1263,11,0.943194554,0
644,6,6,11,0.242292631,1476,11,0.943194554,0
696,6,6,11,0.628254561,1550,11,0.943194554,0
620,6,6,11,0.218418697,1443,11,0.943194554,0
789,6,6,11,1.057985371,1608,11,0.943194554,0
786,6,6,11,1.085838294,1592,11,0.888450288,0
460,6,6,11,0.437263091,1435,11,0.943194554,0
732,6,6,11,0.799351088,1508,11,0.943194554,0
620,6,6,11,0.301977465,1384,11,0.888450288,0
546,6,6,11,0.305956454,1416,11,0.888450288,0
772,6,6,11,0.98238458,1350,11,0.943194554,0
657,6,6,11,0.301977465,1581,11,0.888450288,0
606,6,6,11,0.210460719,1330,11,0.943194554,0
610,6,6,11,0.238313642,1221,11,0.943194554,0
729,6,6,11,0.67202344,1302,11,0.943194554,0
689,6,6,11,0.540716804,1285,11,0.888450288,0
488,6,6,11,0.787414121,1539,11,0.943194554,0
651,6,6,11,0.687939396,1510,11,0.943194554,0
623,6,6,11,0.107007005,1263,11,0.888450288,0
593,6,6,11,0.528779837,1432,11,0.888450288,0
662,6,6,11,0.083984465,1184,11,0.943194554,0
775,6,6,11,0.544695793,1219,11,0.888450288,0
570,6,6,11,0.064089521,1234,11,0.943194554,0
572,6,6,11,0.715792319,1319,11,0.888450288,0
811,6,6,11,0.524800848,1350,11,0.943194554,0
558,6,6,11,0.226376675,1299,11,0.943194554,0
461,6,6,11,0.413389157,1195,11,0.888450288,0
636,6,6,11,0.735687264,1778,11,0.943194554,0
660,6,6,11,0.636212539,1638,11,0.888450288,0
798,6,6,11,0.843119966,1569,11,0.888450288,0
604,6,6,11,1.038090426,1584,11,0.888450288,0
748,6,6,11,0.739666253,1612,11,0.943194554,0
606,6,6,11,0.09109105,1172,11,0.943194554,0
661,6,6,11,0.437263091,1371,11,0.943194554,0
682,6,6,11,0.3616623,1340,11,0.943194554,0
539,6,6,11,0.520821859,1400,11,0.888450288,0
586,6,6,11,0.628254561,1342,11,0.888450288,0
769,6,6,11,0.580506694,1553,11,0.888450288,0
446,6,6,11,0.251102003,1132,11,0.888450288,0
612,6,6,11,0.51684287,1203,11,0.888450288,0
732,6,6,11,0.918720757,1630,11,0.888450288,0
541,6,6,11,0.40145219,1524,11,0.888450288,0
734,6,6,11,0.413389157,1562,11,0.888450288,0
642,6,6,11,0.3616623,1367,11,0.943194554,0
724,6,6,11,0.660086473,1532,11,0.943194554,0
531,6,6,11,0.775477154,1716,11,0.888450288,0
454,6,6,11,0.242292631,1071,11,0.943194554,0
569,6,6,11,0.055280149,1165,11,0.888450288,0
696,6,6,11,0.735687264,1330,11,0.888450288,0
727,6,6,11,0.087112061,1441,11,0.943194554,0
596,6,6,11,0.008383675,1283,11,0.943194554,0
684,6,6,11,0.067217116,1352,11,0.888450288,0
662,6,6,11,0.592443661,1448,11,0.888450288,0
687,6,6,11,0.870972889,1656,11,0.888450288,0
726,6,6,11,0.843119966,1444,11,0.888450288,0
684,6,6,11,0.668044451,1431,11,0.888450288,0
599,6,6,11,0.258208587,1369,11,0.888450288,0
584,6,6,11,0.214439708,1280,11,0.888450288,0
703,6,6,11,1.010237503,1674,11,0.943194554,0
500,6,6,11,0.604380628,1532,11,0.943194554,0
712,6,6,11,0.699876363,1463,11,0.888450288,0
893,6,6,11,0.703855352,1634,11,0.888450288,0
471,6,6,11,0.226376675,1183,11,0.888450288,0
782,6,6,11,0.799351088,1810,11,0.888450288,0
602,6,6,11,0.67202344,1530,11,0.888450288,0
640,6,6,11,0.114964983,1358,11,0.888450288,0
701,6,6,11,0.349725333,1443,11,0.888450288,0
654,6,6,11,0.333809377,1577,11,0.943194554,0
604,6,6,11,0.369620278,1485,11,0.888450288,0
592,6,6,11,0.28208252,1542,11,0.943194554,0
561,6,6,11,0.699876363,1273,11,0.888450288,0
638,6,6,11,0.437263091,1353,11,0.888450288,0
628,6,6,11,0.851077944,1726,11,0.943194554,0
605,6,6,11,0.317893421,1467,11,0.888450288,0
606,6,6,11,0.51684287,1535,11,0.888450288,0
763,6,6,11,0.870972889,1552,11,0.943194554,0
665,6,6,11,0.437263091,1200,11,0.943194554,0
697,6,6,11,0.759561198,1533,11,0.888450288,0
739,6,6,11,0.40145219,1551,11,0.888450288,0
638,6,6,11,0.536737815,1262,11,0.943194554,0
702,6,6,11,0.32187241,1511,11,0.943194554,0
669,6,6,11,0.083133072,1342,11,0.888450288,0
472,6,6,11,0.274124542,1286,11,0.888450288,0
819,6,6,11,1.149502118,1818,11,0.888450288,0
604,6,6,11,0.142817906,1118,11,0.888450288,0
523,6,6,11,0.449200057,1261,11,0.888450288,0
575,6,6,11,0.485010958,1328,11,0.888450288,0
802,6,6,11,0.934636713,1593,11,0.943194554,0
513,6,6,11,0.605232022,986,11,0.943194554,0
709,6,6,11,0.552653771,1525,11,0.888450288,0
659,6,6,11,0.305956454,1423,11,0.943194554,0
722,6,6,11,1.02217447,1606,11,0.943194554,0
602,6,6,11,0.576527705,1470,11,0.943194554,0
640,6,6,11,0.918720757,1692,11,0.888450288,0
697,6,6,11,1.085838294,1647,11,0.943194554,0
524,6,6,11,0.668044451,1403,11,0.943194554,0
566,6,6,11,0.409410168,1411,11,0.943194554,0
806,6,6,11,1.447926291,1956,11,0.943194554,0
702,6,6,11,0.628254561,1294,11,0.943194554,0
672,6,6,11,0.190565774,1287,11,0.943194554,0
759,6,6,11,0.508884892,1315,11,0.888450288,0
580,6,6,11,0.12690195,1270,11,0.943194554,0
580,6,6,11,0.186586785,1393,11,0.888450288,0
760,6,6,11,0.707834341,1450,11,0.888450288,0
534,6,6,11,0.847098955,1589,11,0.888450288,0
651,6,6,11,0.863014911,1495,11,0.943194554,0
730,6,6,11,0.465116013,1329,11,0.888450288,0
586,6,6,11,0.548674782,1470,11,0.888450288,0
671,6,6,11,0.297998476,1339,11,0.943194554,0
574,6,6,11,0.683960407,1563,11,0.943194554,0
648,6,6,11,0.783435132,1585,11,0.943194554,0
622,6,6,11,0.146796895,1377,11,0.943194554,0
580,6,6,11,0.51684287,1532,11,0.943194554,0
590,6,6,11,0.155606267,1217,11,0.888450288,0
790,6,6,11,0.528779837,1526,11,0.943194554,0
490,6,6,11,0.01151127,1083,11,0.943194554,0
608,6,6,11,0.473073991,1380,11,0.943194554,0
574,6,6,11,0.548674782,1572,11,0.943194554,0
691,6,6,11,0.488989947,1424,11,0.943194554,0
683,6,6,11,0.878930867,1575,11,0.943194554,0
865,6,6,11,1.089817283,1621,11,0.888450288,0
587,6,6,11,0.134859928,1316,11,0.888450288,0
577,6,6,11,0.699876363,1594,11,0.888450288,0
607,6,6,11,0.297998476,1481,11,0.943194554,0
566,6,6,11,0.660086473,1477,11,0.943194554,0
665,6,6,11,0.325851399,1146,11,0.888450288,0
829,6,6,11,0.823225021,1643,11,0.943194554,0
603,6,6,11,0.413389157,1346,11,0.888450288,0
435,6,6,11,0.134859928,1220,11,0.943194554,0
561,6,6,11,0.918720757,1683,11,0.943194554,0
475,6,6,11,0.194544763,1187,11,0.888450288,0
875,6,6,11,0.51684287,1581,11,0.943194554,0
865,6,6,11,0.918720757,1617,11,0.943194554,0
746,6,6,11,0.504905903,1340,11,0.888450288,0
505,6,6,11,0.015490259,1349,11,0.888450288,0
672,6,6,11,0.433284102,1585,11,0.943194554,0
681,6,6,11,0.644170517,1560,11,0.943194554,0
787,6,6,11,0.63223355,1360,11,0.888450288,0
658,6,6,11,0.469095002,1160,11,0.888450288,0
584,6,6,11,0.640191528,1348,11,0.888450288,0
693,6,6,11,0.242292631,1410,11,0.943194554,0
809,6,6,11,0.290040498,1411,11,0.943194554,0
607,6,6,11,0.878930867,1690,11,0.888450288,0
628,6,6,11,0.32187241,1546,11,0.888450288,0
754,6,6,11,0.994321547,1607,11,0.943194554,0
759,6,6,11,0.250250609,1393,11,0.943194554,0
792,6,6,11,1.077880316,1738,11,0.888450288,0
648,6,6,11,0.811288054,1593,11,0.943194554,0
600,6,6,11,0.09109105,1343,11,0.888450288,0
777,6,6,11,1.197249985,1442,11,0.943194554,0
522,6,6,11,0.373599267,1270,11,0.943194554,0
577,6,6,11,0.536737815,1362,11,0.943194554,0
585,6,6,11,0.278103531,1414,11,0.943194554,0
586,6,6,11,0.210460719,1372,11,0.888450288,0
768,6,6,11,0.67202344,1707,11,0.888450288,0
652,6,6,11,0.473073991,1529,11,0.888450288,0
699,6,6,11,0.679981418,1157,11,0.943194554,0
591,6,6,11,0.274124542,1172,11,0.943194554,0
766,6,6,11,0.63223355,1348,11,0.888450288,0
626,6,6,11,0.648149506,1358,11,0.888450288,0
685,6,6,11,0.835161988,1640,11,0.943194554,0
719,6,6,11,0.859035922,1423,11,0.888450288,0
755,6,6,11,0.691918385,1680,11,0.888450288,0
722,6,6,11,1.069922338,1685,11,0.943194554,0
584,6,6,11,0.640191528,1515,11,0.943194554,0
553,6,6,11,0.859035922,1488,11,0.943194554,0
707,6,6,11,0.910762779,1462,11,0.943194554,0
737,6,6,11,0.656107484,1519,11,0.943194554,0
644,6,6,11,0.687939396,1510,11,0.888450288,0
657,6,6,11,0.162712851,1495,11,0.943194554,0
563,6,6,11,0.130880939,1460,11,0.888450288,0
698,6,6,11,0.835161988,1475,11,0.943194554,0
681,6,6,11,0.994321547,1620,11,0.943194554,0
714,6,6,11,0.902804801,1604,11,0.943194554,0
538,6,6,11,0.146796895,1456,11,0.943194554,0
689,6,6,11,0.815267043,1506,11,0.943194554,0
472,6,6,11,0.000425697,1222,11,0.943194554,0
544,6,6,11,0.095070038,1561,11,0.888450288,0
693,6,6,11,0.998300536,1390,11,0.943194554,0
473,6,6,11,0.799351088,1436,11,0.943194554,0
735,6,6,11,0.938615702,1584,11,0.888450288,0
679,6,6,11,0.449200057,1633,11,0.888450288,0
741,6,6,11,0.819246032,1468,11,0.888450288,0
680,6,6,11,0.369620278,1648,11,0.888450288,0
481,6,6,11,0.369620278,1244,11,0.943194554,0
651,6,6,11,0.333809377,1462,11,0.888450288,0
609,6,6,11,0.954531658,1483,11,0.888450288,0
829,6,6,11,1.133586162,1882,11,0.888450288,0
766,6,6,11,0.743645242,1543,11,0.943194554,0
813,6,6,11,0.349725333,1317,11,0.888450288,0
626,6,6,11,0.576527705,1431,11,0.943194554,0
622,6,6,11,0.417368146,1453,11,0.888450288,0
507,6,6,11,0.162712851,1183,11,0.943194554,0
773,6,6,11,0.910762779,1532,11,0.943194554,0
736,6,6,11,1.117670206,1680,11,0.888450288,0
528,6,6,11,0.536737815,1450,11,0.888450288,0
593,6,6,11,0.095921432,1184,11,0.943194554,0
647,6,6,11,0.63223355,1570,11,0.943194554,0
562,6,6,11,0.182607796,1479,11,0.888450288,0
831,6,6,11,0.882909856,1580,11,0.943194554,0
688,6,6,11,0.520821859,1394,11,0.943194554,0
772,6,6,11,0.544695793,1266,11,0.943194554,0
595,6,6,11,0.365641289,1214,11,0.943194554,0
702,6,6,11,0.815267043,1691,11,0.943194554,0
699,6,6,11,0.481031969,1489,11,0.943194554,0
735,6,6,11,1.352430555,1740,11,0.943194554,0
705,6,6,11,0.190565774,1435,11,0.943194554,0
735,6,6,11,0.32187241,1159,11,0.943194554,0
629,6,6,11,0.290040498,1388,11,0.888450288,0
813,6,6,11,0.445221069,1627,11,0.943194554,0
671,6,6,11,0.628254561,1590,11,0.888450288,0
649,6,6,11,0.218418697,1284,11,0.943194554,0
579,6,6,11,0.023448237,1268,11,0.943194554,0
671,6,6,11,1.002279525,1509,11,0.888450288,0
666,6,6,11,0.652128495,1464,11,0.888450288,0
773,6,6,11,0.98238458,1648,11,0.943194554,0
690,6,6,11,0.819246032,1671,11,0.943194554,0
440,6,6,11,0.110985994,1267,11,0.943194554,0
540,6,6,11,0.902804801,1581,11,0.888450288,0
556,6,6,11,0.290040498,1333,11,0.888450288,0
577,6,6,11,0.353704322,1493,11,0.943194554,0
639,6,6,11,0.457158035,1488,11,0.943194554,0
437,6,6,11,0.393494212,1328,11,0.943194554,0
721,6,6,11,0.337788366,1529,11,0.943194554,0
536,6,6,11,0.20648173,1300,11,0.943194554,0
584,6,6,11,0.194544763,1374,11,0.888450288,0
640,6,6,11,0.540716804,1535,11,0.943194554,0
630,5,6,11,0.267017958,1377,12,0.943194554,1
573,6,6,11,0.219270091,1473,12,0.943194554,1
736,5,6,11,0.043343182,1765,12,0.943194554,1
739,5,6,11,0.000425697,1734,12,0.943194554,1
549,2,6,11,0.365641289,1955,12,0.943194554,1
799,6,6,11,0.235186047,1731,12,0.943194554,1
663,5,6,11,0.422198529,1408,12,0.943194554,1
653,2,6,11,0.306807848,1525,12,0.943194554,1
806,6,6,11,0.103028016,1683,12,0.943194554,1
687,2,6,11,0.115816377,1595,12,0.943194554,1
541,6,6,11,0.306807848,1287,12,0.943194554,1
415,6,6,11,0.668895845,986,12,0.943194554,1
751,5,6,11,0.385536234,1694,12,0.943194554,1
740,6,6,11,0.020320642,1594,12,0.943194554,1
713,2,6,11,0.072047499,1593,12,0.943194554,1
503,5,6,11,0.386387628,1194,12,0.943194554,1
653,2,6,11,0.247123014,1558,12,0.943194554,1
578,5,6,11,0.756433603,1214,12,0.943194554,1
658,5,6,11,0.501778308,1518,12,0.943194554,1
534,5,6,11,0.410261562,1429,12,0.943194554,1
554,2,6,11,0.57340011,1217,12,0.943194554,1
683,2,6,11,0.274975936,1358,12,0.943194554,1
872,5,6,11,0.083133072,1616,12,0.943194554,1
704,5,6,11,0.29884987,1442,12,0.943194554,1
580,6,6,11,0.446072462,1579,12,0.943194554,1
660,5,6,11,0.107858399,1746,12,0.943194554,1
637,2,6,11,0.159585256,1411,12,0.943194554,1
472,6,6,11,0.414240551,1352,12,0.943194554,1
575,6,6,11,0.052152554,1347,12,0.943194554,1
660,2,6,11,0.37842965,1277,12,0.943194554,1
670,5,6,11,0.235186047,1821,12,0.943194554,1
626,2,6,11,0.274975936,1346,12,0.943194554,1
949,2,6,11,0.111837388,1537,12,0.943194554,1
515,2,6,11,0.477904374,1381,12,0.943194554,1
728,6,6,11,0.561463143,1431,12,0.943194554,1
690,2,6,11,0.350576727,1441,12,0.943194554,1
655,5,6,11,0.509736286,1441,12,0.943194554,1
545,6,6,11,0.553505165,1191,12,0.943194554,1
682,2,6,11,0.366492683,1336,12,0.943194554,1
601,6,6,11,0.130880939,1558,12,0.943194554,1
628,5,6,11,1.03894182,1341,12,0.943194554,1
808,6,6,11,0.290040498,1670,12,0.943194554,1
642,2,6,11,0.341767355,1816,12,0.943194554,1
719,5,6,11,0.087963454,1591,12,0.943194554,1
643,5,6,11,0.513715275,1460,12,0.943194554,1
723,2,6,11,0.255080992,1711,12,0.943194554,1
678,2,6,11,0.541568198,1309,12,0.943194554,1
700,6,6,11,0.414240551,1478,12,0.943194554,1
811,2,6,11,0.589316066,1466,12,0.943194554,1
723,2,6,11,0.063238127,1753,12,0.943194554,1
723,6,6,11,0.25905998,1575,12,0.943194554,1
612,5,6,11,0.107858399,1557,12,0.943194554,1
